"WSMID","STOCKID","2004","2005","2006","ABRASION RESISTANCE","ABS","ACID INCLUDED","ACTUATION","ANTI-FOG","ANTI-SCRATCH","ASSEMBLED","BAR DIAMETER","BATTERY CAPACITY","BATTERY CHEMISTRY","BATTERY TYPE","BRAKE LIGHT INCLUDED","BRAKE LIGHT SWITCH INCLUDED","BRAKE MASTER CYLINDER BORE DIAMETER","BULB STYLE","C.C.A.","CAPACITY AH","CERTIFICATION","CHAIN SIZE","CHAIN TYPE","CLAMP AREA BAR DIAMETER","CLAMPING DIAMETER","CLEAR-COATED","COLOR","COLOR/FINISH","COMMUNICATOR","COMPOUND","CONFIGURATION 1","CONFIGURATION 2","CONNECTION LINK","CONSTRUCTION","DIAMETER","DIAMETER (MM)","DRILL MOUNTING HOLE INCLUDED","DRILLED","DUAL LENS","ELECTRIC","END CAP STYLE","EURO SIZE","FILLER PLATE INCLUDED","FINISH","FIT","FITTED SPRING","FOG FREE","FORK SIZE","FRONT TEETH","FUNCTION","GENDER","GLOW IN THE DARK","GRAPHIC","GRIP LENGTH","GRIP(S) INCLUDED","HAT SIZE","HEATED","HOUSING COLOR","IDLE CABLE INCLUDED","ILLUMINATED","INCHES","INCLUDES BACK PROTECTOR","INCLUDES CROSSBAR PAD","INCLUDES ELBOW GUARDS","INCLUDES KIDNEY BELT","INCLUDES SHOULDER GUARDS","INNER DIAMETER","INSIDE DIAMETER","INTERNAL SUN SHIELD CLEAR","INTERNAL SUN SHIELD SMOKE","KNUCKLE PROTECTION","KNURLED ENDS","LICENSE PLATE LIGHT INCLUDED","LINKS","MADE IN THE U.S.A.","MARKET SEGMENT","MATERIAL","MAX ENGINE CC","METRIC","MOISTURE WICKING","MOUNTING LENGTH","MOUNTING POSITION","NET WEIGHT","NUMBER OF BUTTONS","OIL LEVEL","OUTER DIAMETER","PACKAGING","PADDED SHIN INSERT","PADS PER PACKAGE","PART MODEL","PINLOCK EQUIPPED","PITCH","POSITION","PRODUCT DIMENSION","PRODUCT HEIGHT","PRODUCT LENGTH","PRODUCT WEIGHT","PRODUCT WIDTH","RATE N/MM","REAR TEETH","REC. OHLINS OIL","REFLECTIVE","REMOVABLE CHEEK PADS","REMOVABLE CHIN CURTAIN","REMOVABLE LINER","RESISTANCE RATING","RFI SUPPRESSION","ROTOR CARRIER","SEAL TYPE","SHAPE","SIDE","SIZE","SIZE OF BAR","SLIP-ON","SPARK PLUG BOOT ANGLE","SPARK PLUG BOOT COLOR","SPECIFIC APPLICATION","STANDARD CONNECTION LINK","STROKE","STYLE","TEAR-OFF COMPATIBLE","TEETH","TENSILE STRENGTH","TERMINAL CONFIGURATION","THROTTLE CABLE INCLUDED","TOUCHSCREEN","TURN SIGNAL INCLUDED","TYPE","U.S. MILITARY HI-VISIBILITY SPECIFICATIONS","USA SIZE","VENTED","VISCOSITY","VOLTAGE","VOLUME","WATERPROOF","WINDPROOF","WIRE DIAMETER","WITH SWITCH"
"31644533","SUTER-004-55502","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"31644534","SUTER-004-11007","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"31644535","SUTER-004-55500","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"31644536","SUTER-004-55502","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"31644537","SUTER-004-55500","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"31644538","SUTER-004-55502","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"31644539","SUTER-004-30500","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"31644540","SUTER-004-11006","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"31644541","SUTER-004-25500","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"31644542","SUTER-004-22500","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"31644543","SUTER-004-22501","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"31644544","SUTER-004-12003","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"31644545","SUTER-004-26500","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"31644546","SUTER-041-62001","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"31644547","SUTER-004-21004","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"31644548","SUTER-041-62007","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"31644549","SUTER-041-62021","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"31644550","SUTER-041-62023","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"31644551","SUTER-004-21005","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"31644552","SUTER-041-62040","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"31644553","SUTER-004-21009","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
